uuid,type,city,pubMillis,street,x,y
9e882a5c-e08c-4120-a411-92acd11235f3,HAZARD,Puente Alto,1748453525000,Chayavientos,-70.57107,-33.585775
2cff8550-6490-4052-ac84-9493fa3acadd,POLICE,Puente Alto,1748462352000,Av. Las Nieves Oriente,-70.565129,-33.592772
c81c0d69-0f60-4d3a-8b8c-3118078ec246,HAZARD,Puente Alto,1748462914000,Av. San Carlos,-70.542023,-33.591255
40c7d20b-2629-4e32-a214-bcbc378eb323,HAZARD,Pirque,1748462621000,Av. Ramón Subercaseaux,-70.447615,-33.582485
9879bae7-5e14-4e80-abc1-2679f9af0e8a,HAZARD,,1748436477000,Ruta G-380 / Camino Mallarauco,-71.116405,-33.568775
533daedd-8413-40e3-bde6-8c6405b738b0,HAZARD,,1748371064000,Ruta G-380 / Camino Mallarauco,-71.106528,-33.5702
7aa5caa2-ee7d-495d-acbc-bba18d91ed60,HAZARD,,1748124323000,Ruta G-380 / Camino Mallarauco,-71.109131,-33.569818
2fd45d00-14b0-4fb6-961b-95d3a37f5377,HAZARD,,1748371936000,Ruta G-380 / Camino Mallarauco,-71.039443,-33.580344
e24ea2b0-27eb-4844-887b-df2733f2b805,HAZARD,Padre Hurtado,1748462270000,Lo Valdés,-70.844097,-33.579714
7578807d-b6e5-4d9a-ac3d-ddc5dbc98f63,HAZARD,Padre Hurtado,1748431959000,Av. San Ignacio,-70.811427,-33.579693
0cc14a51-725e-4b71-942d-c947b14bd276,HAZARD,Padre Hurtado,1748366875000,Av. San Ignacio,-70.811567,-33.579446
2b92e497-89a9-420d-aaf4-5f2f1b6b34e2,HAZARD,Padre Hurtado,1748440025000,Av. San Ignacio,-70.811954,-33.578791
cb777574-b413-4bfc-b642-6ce171565555,JAM,San Bernardo,1748462392000,Camino La Vara,-70.710985,-33.567162
b493b603-484f-4ff2-9dae-865abf27916c,HAZARD,San Bernardo,1748463012000,América,-70.70392,-33.579721
f3e515e0-ac9a-46e1-8b0f-ff440fe9dafe,JAM,San Bernardo,1748461904000,Camino La Vara,-70.710098,-33.567124
a00a43aa-eaff-4b8e-b4b4-01749342f515,HAZARD,San Bernardo,1748461270000,Av. Lo Blanco,-70.710879,-33.573842
b03348ec-9d2b-4f7c-b9ad-445c5465a215,POLICE,San Bernardo,1748463012000,Av. Lo Blanco,-70.704567,-33.573057
529a1686-3f45-4bc6-8de9-2b37fd4ed2da,HAZARD,San Bernardo,1748463023000,América,-70.703561,-33.578932
8a93512c-64f5-4108-83aa-ebf581d68788,HAZARD,San Bernardo,1748463036000,Av. Lo Blanco,-70.700204,-33.573165
fafa0248-c0b4-4277-9704-549144f9868e,JAM,El Bosque,1748460652000,Av. Lo Blanco,-70.693979,-33.575749
431fdc36-e8ff-4a82-aa0a-58a4a87c8f0f,HAZARD,El Bosque,1748462603000,Beethoven,-70.678889,-33.564767
15ed018f-19cf-46fc-8328-933abf1e73f7,POLICE,El Bosque,1748462347000,Av. Lo Martínez,-70.673131,-33.57142
e1d79588-faaa-43fd-a830-1ae963f932b4,HAZARD,El Bosque,1748457085000,Av. Nueva Imperial,-70.671708,-33.575804
19bd950c-fde2-4f5f-b16c-7421686a7e58,JAM,La Pintana,1748461651000,Pasaje Juan XXIII,-70.631078,-33.577675
87ad1105-d71a-450e-9a77-a93af1c0dde6,HAZARD,,1748462749000,Ruta 79,-70.611761,-33.575905
2b8c94f5-a307-41be-9b40-b9cd80536650,HAZARD,,1748463094000,Ruta 79,-70.611609,-33.576948
9a26094d-4dd5-483b-8289-8a0004cfbd6c,HAZARD,Puente Alto,1748307689000,Bahía Fitz Roy,-70.602425,-33.57311
25d2df57-7197-4eb9-ab67-4f705578252d,HAZARD,Puente Alto,1748040331000,Pasaje Roma,-70.571982,-33.573769
aea2570c-ae89-4c93-a0bc-f3e66f1c258e,HAZARD,Puente Alto,1748386102000,Martín Pescador,-70.56607,-33.571066
5891ff74-3a26-4c4b-83b3-bad2ac0224d4,HAZARD,Puente Alto,1748450840000,Av. Gabriela Poniente,-70.584501,-33.57966
b070df8f-b317-409e-a49f-5c0ce8a27ccd,HAZARD,Puente Alto,1748460502000,Av. El Peñón,-70.573712,-33.580272
6b373168-efdf-4abe-b034-7fdd074a5433,HAZARD,Puente Alto,1748462830000,Av. Camilo Henríquez,-70.554865,-33.572916
830cdb06-f191-4b37-a26f-273493441d14,HAZARD,Puente Alto,1748446872000,Av. Las Torres,-70.562784,-33.566955
444500b6-63f4-4cbd-90f1-ec8f08a26400,HAZARD,,1748388227000,Ruta G-260 / Camino El Trebal,-70.850019,-33.546588
8b3d3af3-0868-41a1-81d8-b67bc74a05de,HAZARD,,1748460313000,Ruta 78,-70.830941,-33.559345
a882fc55-8ef8-493e-bb64-1c4be7a1102d,ROAD_CLOSED,Padre Hurtado,1731611199000,Av. Santa Leonor,-70.807189,-33.562795
9cea8ca6-899e-4f15-ac09-dcfc185c0405,ROAD_CLOSED,Padre Hurtado,1731611199000,Av. Santa Leonor,-70.809294,-33.560919
203512b4-7b2a-4709-9225-15460078473e,HAZARD,Maipú,1748304303000,Quilín,-70.762455,-33.550359
db93d527-4de5-44c4-9d5f-e99567cb103e,HAZARD,San Bernardo,1748436500000,Santa Margarita,-70.711117,-33.547207
3f9260b3-e1fb-4ca5-8589-6b35fbd23f05,HAZARD,San Bernardo,1748460401000,Santa Margarita,-70.712642,-33.548817
2a3205d2-0aeb-47c2-847d-9f4d1d9077f8,HAZARD,San Bernardo,1748457280000,Av. Ochagavía,-70.695888,-33.557794
a66c601c-58ef-49fa-9b1b-3a0d0eb24b08,HAZARD,San Bernardo,1748447134000,Av. Las Acacias,-70.707199,-33.559588
36d7d360-5a10-448d-9f21-295e36f47f2e,HAZARD,San Bernardo,1748452524000,Santa Margarita,-70.712315,-33.548473
d35bc624-350a-4956-acec-3c070f40c839,HAZARD,San Bernardo,1748447113000,Av. Las Acacias,-70.708846,-33.559312
217b476f-6986-47d4-89a5-277abc503a28,HAZARD,San Bernardo,1748460371000,Santa Margarita,-70.709744,-33.545751
f5a1aa94-9874-434d-83fa-7c261d6cb830,POLICE,El Bosque,1748461928000,Av. Observatorio,-70.675946,-33.559438
7b9d363e-983b-4e4f-83a0-bc8109687634,POLICE,El Bosque,1748462254000,Av. Observatorio,-70.677331,-33.55923
5b8ea385-acfa-4ea8-a423-5cd4b8c10e9f,HAZARD,El Bosque,1748432426000,Las Verónicas,-70.673558,-33.547812
d33c0270-b1cc-4c95-b736-36aa08d804b7,HAZARD,El Bosque,1748462390000,Dagoberto Godoy,-70.678713,-33.561353
2a3e444e-da9f-47f7-8758-2c2c9967830f,ROAD_CLOSED,La Cisterna,1729275367000,Ernesto Riquelme,-70.667899,-33.545833
d30ad4dd-ca17-4e8a-8a72-d32536cbc6ba,HAZARD,La Pintana,1748462056000,Av. Santa Rosa,-70.63045,-33.560312
05dbb623-e3e4-4064-ae54-1a802e1319d0,JAM,La Pintana,1748462040000,Av. Santa Rosa,-70.630448,-33.560343
8d0a9bd3-9087-445a-b8e2-e66268f2bc5e,HAZARD,La Granja,1748462053000,Isla Adelaida,-70.610637,-33.5463
e3d59e76-a9dc-44bb-9023-6987ac2bf116,HAZARD,La Pintana,1748458102000,El Piano,-70.614503,-33.56229
554e14c3-be39-4546-b3eb-6c9c274ffddd,HAZARD,La Granja,1748462169000,Av. Trinidad,-70.611175,-33.54665
bac29748-a9f1-4640-84c8-41d3fb7d5127,JAM,La Florida,1748461547000,Av. Trinidad,-70.609736,-33.546674
572047f2-bc69-4b5e-9f96-0c416f5fc031,HAZARD,La Granja,1748460257000,Coronel,-70.615181,-33.546149
3d20b742-61df-45e9-a64d-90a4d5077260,HAZARD,La Florida,1748461482000,Av. Vicuña Mackenna,-70.586959,-33.550426
3619e696-6eeb-4ea8-ac87-b2058f1cdc97,JAM,La Florida,1748462538000,General Arriagada,-70.592138,-33.55787
a5175f2b-9ee0-4191-bfaa-6aecee843c05,HAZARD,La Florida,1748463072000,Bacteriológico,-70.580868,-33.557664
ab9fb0df-b4d3-459c-9f8a-1443dc240e16,JAM,La Florida,1748461842000,México,-70.573059,-33.54632
0be6eec1-22c3-467b-980d-2c19b8e10428,HAZARD,La Florida,1748461960000,Corredor Transporte Público Vicuña Mackenna,-70.585727,-33.557977
115fcd5a-4a71-4615-b2b3-356103a2b225,HAZARD,La Florida,1748462627000,José Miguel Carrera,-70.586108,-33.550172
ebb26913-482c-4d36-9736-bc4840bba972,JAM,La Florida,1748461406000,Av. Diego Portales,-70.570304,-33.561268
8b19f374-c88b-41fd-938e-a7ab95ec6b67,JAM,La Florida,1748461978000,Av. Diego Portales,-70.573404,-33.561802
47a9f0c3-4609-4ff4-a53f-bd41d0099b51,JAM,Puente Alto,1748462193000,Av. Diego Portales,-70.554333,-33.558786
c1ae22a6-fe60-4ed4-8762-d99235bbf035,HAZARD,La Florida,1748290106000,Av. La Florida,-70.559135,-33.558848
ab04cb68-56a2-4cb9-a188-b846e7036deb,HAZARD,,1748047494000,Ruta 76 / Camino San Alberto Hurtado,-70.781337,-33.544227
a99790d3-c585-4214-8ecf-3ea846187799,HAZARD,Maipú,1748443950000,Av. Alfredo Silva Carvallo,-70.785395,-33.532736
a7366f6f-e04a-45de-b5d8-07f83f8a8d07,HAZARD,Maipú,1748445274000,Av. Alfredo Silva Carvallo,-70.792128,-33.532207
c90bf63c-32b3-41fb-aaad-2f6db19f4aff,HAZARD,Maipú,1748255535000,Cabo de Hornos,-70.788956,-33.533538
e99bc1f8-cd91-41f4-aee1-ec3172955a87,HAZARD,Maipú,1748443969000,Av. Alfredo Silva Carvallo,-70.784187,-33.532829
bbde2b97-33bb-4855-b220-ce05ce2bba86,HAZARD,Maipú,1748393376000,Jacques Cousteau,-70.771416,-33.54112
612f8cad-b61d-455e-bb3e-1d87b8256b51,HAZARD,Maipú,1748019335000,Av. Ferrocarril,-70.770488,-33.535787
5f570183-1fd3-40b8-9884-3719fe8ad16a,HAZARD,Maipú,1748432892000,Judea,-70.772246,-33.539201
1c06fe13-7f5c-45d6-a0c6-fa292e232b88,HAZARD,Maipú,1748300405000,Marco Antonio,-70.768869,-33.542052
0b73eed9-7a37-4124-a5ba-ba6472240c9d,POLICE,Maipú,1748462920000,,-70.761,-33.533714
1630d62c-d601-4705-9364-f6594aa5f304,HAZARD,San Bernardo,1748452699000,Roberto Simpson Claro,-70.716241,-33.54301
e7a6e1c7-35c1-46dd-81d8-4f8343b3d902,HAZARD,San Bernardo,1748462670000,Av. General Velásquez,-70.705634,-33.531897
2e0bc5ac-177a-415c-b35b-fcf89484b035,HAZARD,San Bernardo,1748449592000,Santa Margarita,-70.70922,-33.545184
0f1ec4fb-d79e-4893-af45-248f17c7d4df,JAM,Lo Espejo,1748462530000,Av. Lo Espejo,-70.702646,-33.532871
ce596dcf-35c4-4f00-a3cf-a08230e9e38d,HAZARD,Lo Espejo,1748135714000,Av. Lo Espejo,-70.705293,-33.53193
7d9caa60-9e23-46b0-8870-d886f7b4795d,HAZARD,Lo Espejo,1747861043000,Av. Lo Espejo,-70.704557,-33.532206
b498b608-1a6b-4659-bacb-287f48b352ef,JAM,,1748462010000,Ruta 5 > Norte,-70.680661,-33.530982
a6caebf7-d63c-4b74-a550-94f7a002efb3,JAM,Lo Espejo,1748462651000,Av. Presidente José Joaquín Prieto Vial,-70.681676,-33.531812
3422d9e3-add5-4dab-b01f-7acc533cf940,JAM,,1748462640000,Ruta 5 > Sur,-70.681514,-33.531388
d0d40b73-1802-4010-8bb6-abc3471e767b,HAZARD,Lo Espejo,1748346871000,Av. Lo Espejo,-70.687266,-33.538415
afb7772b-0aac-476c-afa2-511de14e8035,HAZARD,La Cisterna,1748462394000,Av. Goycolea,-70.677157,-33.536555
6d028815-d143-4754-9889-58750579efe2,JAM,Lo Espejo,1748461995000,Av. Presidente José Joaquín Prieto Vial,-70.680806,-33.530094
b9da5216-149d-4c1b-8d0e-9d6482fdc5d7,JAM,La Cisterna,1748461482000,Brisas del Maipo,-70.663613,-33.533124
ace63106-259c-42d5-b4da-eb37d4383375,JAM,La Cisterna,1748462889000,Gran Avenida José Miguel Carrera,-70.664013,-33.535825
c4e301ca-9eba-4c20-9737-8a4433226204,JAM,La Cisterna,1748462751000,Av. Américo Vespucio,-70.663785,-33.537253
6ebd28d2-58b8-42fd-8c5a-b18b270bedf5,JAM,La Cisterna,1748462587000,Gran Avenida José Miguel Carrera,-70.664765,-33.538266
ddb168ab-2609-44e1-ae99-ee69f744c1e5,HAZARD,,1748463101000,Autopista Vespucio Sur,-70.658319,-33.53869
0c07c742-e1a7-4b9e-be95-24a7670ba5a9,JAM,La Cisterna,1748462363000,Gran Avenida José Miguel Carrera,-70.663808,-33.535027
80d7eeb4-a2b0-47b3-9996-b1e83ebf53d1,ROAD_CLOSED,La Cisterna,1744954569000,Av. Ossa,-70.664578,-33.538878
75c17e59-bb1c-4fda-8631-5aaee93223a8,ROAD_CLOSED,La Cisterna,1744954570000,Av. Ossa,-70.663019,-33.539187
f4a9150f-35c1-4fe1-aaa1-ef8bca2f3999,JAM,La Cisterna,1748461642000,Av. Américo Vespucio,-70.661002,-33.538027
db385765-4ff5-4032-bf3b-c1c8e7817132,HAZARD,La Cisterna,1748462916000,Gran Avenida José Miguel Carrera,-70.663518,-33.533965
e5049692-4c31-4a00-89de-ac0eb7654543,JAM,La Cisterna,1748462153000,Av. Américo Vespucio,-70.664007,-33.537194
67fc8ef3-387a-4b41-9af2-ddf5663bf97a,HAZARD,La Cisterna,1748462703000,Gran Avenida José Miguel Carrera,-70.664763,-33.538563
7aebff97-21e1-4a4c-ae4b-5a8416769bb2,POLICE,La Granja,1748462199000,Av. Tomé,-70.634337,-33.532865
a32bc3ed-1ed2-4377-8545-d4a37c2fa959,JAM,,1748463020000,Autopista Vespucio Sur,-70.640158,-33.541759
16481f2f-263b-4b74-9dcf-5dcf68938e7c,JAM,,1748462296000,Autopista Vespucio Sur,-70.643177,-33.541328
dccfeb38-8926-4bfa-8f32-32a06ad356aa,POLICE,San Ramón,1748462294000,Bolivia,-70.645068,-33.538775
3a85922b-b48c-4ccd-ae0b-084917a898b1,JAM,,1748462212000,Salida 35 > Avenida Santa Rosa,-70.639897,-33.541815
8e4a21f3-5c52-4b66-a644-d2140748dbca,POLICE,La Granja,1748462151000,Av. Tomé,-70.632081,-33.532676
af2903da-9243-4280-9a7d-55e1ea3876d2,JAM,San Ramón,1748462629000,Av. Américo Vespucio,-70.638589,-33.542065
ab80ad3d-7180-4228-b932-80cb1e05b75c,POLICE,San Ramón,1748462318000,Fernández Albano,-70.646802,-33.531008
28c14e58-1e16-445c-8548-9423b07fe309,HAZARD,La Granja,1748458887000,Coronel,-70.61628,-33.539189
8dd7c239-6c73-4ba5-b979-0ff80090ba6d,HAZARD,La Granja,1748462911000,Av. Américo Vespucio,-70.617204,-33.541642
217a3011-813f-40e5-9996-e5ec9ac4ff87,HAZARD,La Granja,1748460377000,Manuel Rodríguez,-70.620191,-33.545274
d3554dff-0788-434f-b953-a73830fa619d,HAZARD,La Florida,1748462881000,Pellín,-70.602176,-33.531995
a523d0c5-0df4-4893-a4e5-0b73c4dc7da2,HAZARD,,1748463157000,Autopista Vespucio Sur,-70.604763,-33.530166
f67ab31c-91fe-4081-b441-487f348f76cf,ROAD_CLOSED,La Florida,1747661730000,Santa Amalia,-70.580736,-33.543554
2aca9b71-ec08-4732-a61c-68120bf66676,POLICE,La Florida,1748462619000,Las Camelias,-70.576156,-33.530244
cec21d3e-222b-4108-b252-938d7b0eaa5e,ROAD_CLOSED,La Florida,1747661731000,Santa Amalia,-70.581557,-33.54354
a4fc4877-7a17-4157-9ab8-4d26dfe4b8eb,ROAD_CLOSED,La Florida,1748462612000,Av. La Florida lateral,-70.575744,-33.530129
c6fee3b8-62b4-4347-844f-eb72b5fa167a,HAZARD,La Florida,1747260159000,,-70.552265,-33.544441
71361c51-7644-4024-aefe-b11f84acb6ad,HAZARD,La Florida,1747963445000,,-70.552251,-33.544333
a25f52c3-48c1-4d09-8011-d8e78223b6ea,HAZARD,Maipú,1748143968000,San José,-70.789799,-33.517153
f2de4072-3b1a-4ada-86c4-53a72a3be692,HAZARD,Maipú,1748389810000,San José,-70.79044,-33.517186
8d5f7c48-f012-4c0c-93f0-f487c1be2c55,HAZARD,Maipú,1748381072000,San José,-70.789697,-33.517149
ecaac058-7066-4e13-b70d-c9795137fa47,HAZARD,Maipú,1748143976000,San José,-70.789238,-33.517134
ec13db9a-9cda-41ff-be1e-0b49b4a02ffa,HAZARD,Maipú,1748278985000,Concordia,-70.785859,-33.514619
6131c259-9a6e-4248-8879-7a8a8cd65055,HAZARD,Maipú,1748279004000,Concordia,-70.785785,-33.513985
74307640-9c00-47ff-a63f-535a1c688658,HAZARD,Maipú,1748450709000,Las Naciones,-70.786289,-33.52127
3473c609-2a60-4f24-894e-62d347fcb3da,HAZARD,Maipú,1748459564000,Nueva San Martín,-70.785314,-33.524608
030b81b3-2745-4f43-8392-ef597347e9d1,HAZARD,Maipú,1748381092000,San José,-70.788636,-33.517114
6fe9a06a-316c-4056-bbe0-a477bd474804,HAZARD,Maipú,1748461489000,San José,-70.789426,-33.517139
dec4bf23-4682-4172-b504-ae28e1b4cef8,HAZARD,Maipú,1748455696000,Del Rey,-70.770901,-33.518521
7b129d47-fa7c-4131-ac74-0193d507605b,HAZARD,Maipú,1748460498000,Av. Padre Alberto Hurtado,-70.768757,-33.519582
430888eb-d9b6-43ff-82f1-0cf006afc23a,JAM,Maipú,1748463080000,Av. Lo Espejo,-70.738682,-33.519371
d41e87f7-564f-460e-9921-df5f8bb6bba7,CHIT_CHAT,,1748461651000,Ruta 76 / Camino a Melipilla,-70.726763,-33.511533
8e940ef6-6294-43b0-999d-6ddc3b0b17cc,JAM,Cerrillos,1748461682000,,-70.718869,-33.517203
ee421a48-d3d0-44e7-8143-5cfb383ba568,JAM,Cerrillos,1748461844000,,-70.718245,-33.518484
1d0653c8-2558-4511-9049-cf6e64b72fef,HAZARD,Maipú,1748356174000,Santa Adela,-70.734058,-33.519351
6f5b5aa1-eee0-4c91-a608-2e3ab52a41e8,JAM,Lo Espejo,1748463104000,Av. Salvador Allende,-70.698494,-33.511995
290911f4-eec9-4230-92a0-933d8a4170a5,POLICE,Lo Espejo,1748462557000,Av. Presidente José Joaquín Prieto Vial,-70.676145,-33.520825
cc8e81cf-5c3d-4a63-beae-0c8e9d17efd0,HAZARD,Lo Espejo,1748438531000,Ferrari,-70.692812,-33.527338
39bc7f1d-5277-440c-95d3-c545a52cf493,JAM,La Cisterna,1748462436000,Av. El Parrón,-70.674486,-33.521841
a65ee6ac-eab4-4282-939a-a65291f3bfcc,JAM,La Cisterna,1748462236000,Av. El Parrón,-70.672667,-33.522489
8e8c70e4-818e-4199-807c-d203ca266d7f,POLICE,Lo Espejo,1748462947000,Av. Presidente José Joaquín Prieto Vial,-70.675625,-33.519678
d52c6b59-9c7b-4a07-a8d3-735c3828faa9,HAZARD,Lo Espejo,1748461253000,Av. Clotario Blest,-70.685561,-33.514054
7f34d451-d02f-4c29-a437-ffa29b7a5344,HAZARD,La Cisterna,1748460759000,San Luis,-70.665281,-33.516547
a721c180-09fa-4851-bbab-33694496f8a1,HAZARD,San Miguel,1748460900000,4ª Transversal,-70.667056,-33.511819
46474816-2703-4093-b15e-c0b16a30dcf6,JAM,La Cisterna,1748462968000,Av. Lo Ovalle,-70.665137,-33.512489
05af1633-2495-422d-8e18-9d9b0257420d,HAZARD,La Cisterna,1747545046000,Av. Fernández Albano,-70.66035,-33.52346
d269643e-72c7-42cf-b119-fe2c7030135c,HAZARD,La Cisterna,1748460751000,San Luis,-70.665468,-33.517259
7b44a59c-138c-4b54-936d-d820d592d150,CHIT_CHAT,La Granja,1748463103000,Av. Santa Rosa,-70.636119,-33.522365
02fe0930-60bf-47f0-8e26-c97e4efb295c,HAZARD,San Ramón,1748145802000,Santa Ana,-70.638891,-33.525103
c9d03e54-f5b9-4965-bacd-1fa3b2896d6b,HAZARD,San Ramón,1748461790000,Santa Ana,-70.636527,-33.525385
2866b414-4b4b-426d-986e-e034dfe2a9c4,POLICE,La Granja,1748462958000,Av. Santa Rosa,-70.636112,-33.522429
81948657-948d-4ad6-97e1-22ab3c0165de,HAZARD,La Granja,1747582217000,,-70.635511,-33.526988
4ac6bf79-d633-4959-a966-b664912268f5,HAZARD,La Granja,1748453960000,Punta Arenas,-70.610957,-33.51588
bb96f05a-4e4c-4f98-b125-aedd074f9a13,JAM,La Florida,1748462213000,Av. Vicuña Mackenna Poniente,-70.609631,-33.512569
bc3694fb-c136-4c46-b867-e4114925e7ca,HAZARD,La Florida,1748462687000,Av. Américo Vespucio,-70.594784,-33.518392
c113344d-e402-4275-b3a1-aff715310bc7,POLICE,La Florida,1748460321000,Froilán Roa,-70.596236,-33.516798
9d529aa5-120b-427f-82f4-eaea8eb3907d,POLICE,La Florida,1748461732000,Froilán Roa,-70.595495,-33.517391
397de901-b661-48ec-804c-2f918abf2e78,HAZARD,La Florida,1748460781000,Av. Américo Vespucio,-70.591157,-33.514042
0a1fb9e2-1c3b-4c37-92db-034baa7c0fea,CHIT_CHAT,La Florida,1748462732000,Froilán Roa,-70.596651,-33.516593
e011cb4c-17aa-48ce-97e5-ae7590cabebf,POLICE,La Florida,1748461705000,Froilán Roa,-70.596671,-33.516717
dc8d7439-6b03-47f1-9d28-1d670281f950,HAZARD,La Florida,1748455814000,Hernán Fischer,-70.594048,-33.526558
8e6edd76-45c8-4bd1-a18b-cb36f30b7874,POLICE,La Florida,1748460517000,Froilán Roa,-70.597235,-33.516385
1109590a-b524-48a5-a90c-5df333b48bbe,HAZARD,La Florida,1748461734000,Vicente Valdés,-70.591424,-33.526375
b46c5ae0-d632-4651-9f31-5a6146ef3aec,CHIT_CHAT,La Florida,1748462901000,Las Pataguas,-70.596126,-33.516591
2dfc6ec7-0b97-4650-bd61-005e70ba218e,POLICE,La Florida,1748461395000,Boulevard Mall Plaza Vespucio,-70.600624,-33.517062
8b594dc7-09fd-41ee-af33-1f52ea07014d,HAZARD,La Florida,1748381037000,Av. La Florida lateral,-70.58725,-33.511296
a7e86d1b-6b3d-4bcd-9c72-c0f4ec48dfe6,POLICE,La Florida,1748461893000,El Peumo,-70.597386,-33.515743
910749aa-bf6a-48c8-bd2f-9515faca786c,JAM,La Florida,1748462141000,Av. Froilán Lagos Sepúlveda,-70.598609,-33.513804
6a58fbcc-8815-442c-9f23-3703eca56cb0,POLICE,La Florida,1748462885000,Las Pataguas,-70.596029,-33.516472
5aef6a4f-8213-4094-9634-fa0443ecc849,POLICE,La Florida,1748463187000,Froilán Roa,-70.595889,-33.517165
cb7a7b0b-c878-4bf7-b30d-8a69f3d9ad54,POLICE,La Florida,1748460971000,Froilán Roa,-70.595545,-33.517203
2a204905-b9fc-4954-9d74-3edc7bbe4f76,CHIT_CHAT,La Florida,1748461511000,Boulevard Mall Plaza Vespucio,-70.600508,-33.517001
70e9de0d-e24b-4ec9-8ca4-87d7e95f1fb4,HAZARD,La Florida,1748463069000,Av. Américo Vespucio,-70.596387,-33.519596
6bf038d1-53ad-4522-8723-6cdc9e1bddee,POLICE,La Florida,1748462100000,Angamos,-70.602721,-33.513827
0370e45b-d1f8-4845-b7f3-5c39c00cd9f2,ROAD_CLOSED,La Florida,1748459593000,El Parque,-70.583879,-33.5137
b2753d81-aba9-4584-82b7-16e4ae1ecafe,HAZARD,Peñalolén,1748358000000,Los Boteros,-70.570924,-33.510115
f842c14e-28ea-42dc-ac58-4cb7975680b0,HAZARD,Peñalolén,1748207640000,Los Soldadores,-70.572596,-33.510241
9f985241-9db9-4b6f-9956-d191739366c8,HAZARD,Peñalolén,1748357995000,Los Boteros,-70.570875,-33.509845
96546c22-0e4b-4b25-9b51-027fe5001111,HAZARD,La Florida,1748374885000,Paseo Las Mandarinas,-70.55284,-33.518029
37f7ee32-0cac-46f5-99df-4734158a30df,POLICE,La Florida,1748461902000,Palena,-70.562013,-33.518144
3b60c635-94cc-473b-87bb-aad996051978,HAZARD,,1748462893000,Acceso Autopista del Sol > Santiago,-70.798413,-33.506931
d25b0188-b144-4a57-87e4-749207ea1183,ROAD_CLOSED,,1735822083000,Salida > El Rosal,-70.763336,-33.492763
be6dae09-2cd3-4157-8e20-71fb0f3587f2,HAZARD,Maipú,1748460872000,Av. Chile,-70.762417,-33.503652
62856e7c-6957-47de-be67-491b0fbd3c3e,HAZARD,Maipú,1748459431000,Av. Ferrocarril,-70.737949,-33.50535
2b666b0c-4f4c-49fb-927b-ccc0faa42521,HAZARD,Lo Espejo,1748455667000,Av. Clotario Blest,-70.683973,-33.508391
5478f35b-b2df-483b-a772-9fa06f10d38d,HAZARD,Lo Espejo,1748459761000,Buenaventura,-70.685892,-33.50848
a9e0398a-5647-4250-8d0b-55d652adc329,HAZARD,Pedro Aguirre Cerda,1748459601000,Av. Clotario Blest,-70.675985,-33.493094
56d70cf5-ee14-4d51-8da2-38ee9cafc3db,POLICE,San Miguel,1748462914000,Av. Departamental,-70.661758,-33.501604
82852318-22c8-4c48-a244-9363f70c49ab,JAM,San Miguel,1748461602000,Av. Presidente José Joaquín Prieto Vial,-70.666099,-33.500811
5a3c5383-3099-4645-9861-66c0201985a1,HAZARD,San Miguel,1748229487000,Av. Departamental,-70.664663,-33.50089
328ec344-29be-469b-8640-58832d54dc30,HAZARD,San Miguel,1748435981000,Ángel Guarello,-70.659104,-33.493189
785ff830-1585-4e2b-ba67-69940812950c,ROAD_CLOSED,San Miguel,1748461140000,Rey Alberto,-70.656158,-33.495638
7875cf8b-7b9e-40c0-b46b-396022b3d0e7,HAZARD,San Miguel,1748463029000,Av. Departamental,-70.659183,-33.50224
88226bc0-0a15-42ae-9f99-ae9a0f1eb7a0,POLICE,San Joaquín,1748463022000,Av. Departamental,-70.632777,-33.507013
8cc52eb7-ed5a-43f0-9b67-313aad781283,JAM,San Joaquín,1748462486000,Av. Salvador Allende,-70.637462,-33.495455
2fd8a3a5-b09a-4ed5-967b-13da287c54ab,JAM,San Joaquín,1748462439000,Av. Salvador Allende,-70.635752,-33.495523
e4648bdc-b39f-4f82-b7e9-9fe0137075cb,HAZARD,San Miguel,1748463193000,Av. Santa Rosa,-70.63922,-33.502305
7ad9d8e6-9ec9-49dd-86d6-9168e5470e23,JAM,San Joaquín,1748463003000,Av. Departamental,-70.618197,-33.507891
a506ef55-13a2-4fa3-8a7b-653af181a521,HAZARD,Macul,1748462384000,Av. Monseñor Carlos Casanueva,-70.601803,-33.495376
04363e1a-99f3-4b88-b9f6-0f3c48fcb091,HAZARD,Macul,1748462502000,Exequiel Fernández,-70.602453,-33.498786
7813a953-6757-4d9f-88cb-6a01fbce09ee,HAZARD,Macul,1748462481000,Exequiel Fernández,-70.602138,-33.497053
f9ee7e89-c150-406a-ac25-daf72339c651,HAZARD,Macul,1748462532000,Exequiel Fernández,-70.603127,-33.502259
4627ae91-5ce8-4e30-a081-686eb089b608,JAM,Macul,1748461595000,Av. Monseñor Carlos Casanueva,-70.602191,-33.495474
22db2d75-7705-4b70-b5d6-a176c9df9cf2,HAZARD,Macul,1748459202000,Av. Macul,-70.595543,-33.500386
7219cf5d-4eb6-4c7b-a5cc-e40b8edd0f60,JAM,Macul,1748461497000,Av. Américo Vespucio,-70.585593,-33.49714
9dc4b68f-5cd4-4192-9a9f-08edfda3cb9f,HAZARD,Peñalolén,1748438118000,Los Cerezos,-70.575035,-33.506404
7c93b3e3-e8a7-49a8-ad6e-01dede6475e7,HAZARD,Peñalolén,1748277879000,Los Matriceros,-70.574159,-33.509105
ede30a25-ea2f-4249-9e42-9cb4a2956223,HAZARD,Peñalolén,1748059850000,Peatones 7,-70.580288,-33.502937
